epoch, train loss, train source loss, train synth loss, train BYOL loss, val loss source, train acc, train acc synth, val acc source, test target acc, miou, miou target, learning rate, scale 
0, 0.80500, 0.75039, 0.93123, -0.07163, 0.48360, 0.77568, 0.69654, 0.85921, 0.54205, 0.30131, 0.13918, 0.00100
1, 0.51943, 0.45946, 0.65623, -0.07684, 0.38783, 0.86009, 0.78095, 0.87841, 0.57233, 0.34801, 0.14723, 0.00099
2, 0.45055, 0.39183, 0.58953, -0.08025, 0.34763, 0.87762, 0.80218, 0.88942, 0.60698, 0.36235, 0.15112, 0.00098
3, 0.41255, 0.35563, 0.55267, -0.08321, 0.31750, 0.88761, 0.81466, 0.89966, 0.58994, 0.41045, 0.16513, 0.00097
4, 0.38821, 0.33338, 0.52847, -0.08542, 0.37371, 0.89346, 0.82192, 0.88386, 0.56475, 0.43585, 0.17447, 0.00096
5, 0.36482, 0.31394, 0.50300, -0.08728, 0.30336, 0.89898, 0.83093, 0.90552, 0.61660, 0.47797, 0.21865, 0.00095
6, 0.35054, 0.30101, 0.48874, -0.08868, 0.27541, 0.90263, 0.83457, 0.91224, 0.60749, 0.50437, 0.20288, 0.00095
7, 0.33195, 0.28173, 0.47173, -0.08956, 0.26619, 0.90858, 0.84071, 0.91436, 0.60343, 0.51581, 0.21067, 0.00094
8, 0.32390, 0.27732, 0.46089, -0.09042, 0.28916, 0.90931, 0.84383, 0.90542, 0.58009, 0.49655, 0.21127, 0.00093
9, 0.31699, 0.26987, 0.45516, -0.09106, 0.27705, 0.91178, 0.84478, 0.91172, 0.60744, 0.50241, 0.20828, 0.00092
10, 0.30840, 0.26260, 0.44577, -0.09156, 0.25000, 0.91404, 0.84830, 0.91765, 0.62510, 0.52896, 0.22442, 0.00091
11, 0.30034, 0.25574, 0.43689, -0.09194, 0.27041, 0.91621, 0.85083, 0.91368, 0.58746, 0.52146, 0.20491, 0.00090
12, 0.29241, 0.24878, 0.42834, -0.09230, 0.25496, 0.91811, 0.85402, 0.91586, 0.63042, 0.55081, 0.23612, 0.00089
13, 0.29276, 0.24709, 0.43101, -0.09259, 0.25132, 0.91884, 0.85276, 0.91730, 0.63335, 0.54705, 0.23222, 0.00088
14, 0.28142, 0.23932, 0.41642, -0.09290, 0.22457, 0.92111, 0.85725, 0.92487, 0.64193, 0.55775, 0.23946, 0.00087
15, 0.27694, 0.23490, 0.41210, -0.09312, 0.24107, 0.92243, 0.85835, 0.92057, 0.63899, 0.57932, 0.25204, 0.00086
16, 0.27210, 0.23191, 0.40552, -0.09324, 0.24609, 0.92316, 0.86048, 0.91985, 0.60642, 0.58003, 0.22907, 0.00085
17, 0.26530, 0.22550, 0.39846, -0.09337, 0.22144, 0.92553, 0.86272, 0.92541, 0.64458, 0.57377, 0.25273, 0.00085
18, 0.26284, 0.22488, 0.39432, -0.09351, 0.22359, 0.92562, 0.86456, 0.92451, 0.62156, 0.57603, 0.23535, 0.00084
19, 0.25828, 0.21974, 0.39043, -0.09362, 0.22400, 0.92704, 0.86561, 0.92599, 0.63014, 0.60787, 0.23596, 0.00083
20, 0.25570, 0.21793, 0.38727, -0.09380, 0.21476, 0.92790, 0.86606, 0.92779, 0.62576, 0.60282, 0.24163, 0.00082
21, 0.25261, 0.21648, 0.38251, -0.09377, 0.21385, 0.92784, 0.86803, 0.92968, 0.64895, 0.61885, 0.25036, 0.00081
22, 0.24737, 0.21124, 0.37739, -0.09390, 0.21355, 0.92960, 0.86976, 0.92862, 0.63796, 0.61653, 0.24048, 0.00080
23, 0.24337, 0.20779, 0.37299, -0.09405, 0.21516, 0.93074, 0.87120, 0.92774, 0.62785, 0.61029, 0.24376, 0.00079
24, 0.24221, 0.20682, 0.37177, -0.09416, 0.20980, 0.93095, 0.87185, 0.92906, 0.62456, 0.61900, 0.23754, 0.00078
