epoch, train loss, train source loss, train synth loss, train BYOL loss, val loss source, train acc, train acc synth, val acc source, test target acc, miou, miou target, learning rate, scale 
0, 0.60753, 0.60053, 0.70938, -0.09486, 0.38969, 0.82586, 0.78998, 0.88102, 0.85483, 0.39588, 0.32607, 0.00100
1, 0.40139, 0.39957, 0.49941, -0.09621, 0.33171, 0.87589, 0.84342, 0.89601, 0.86354, 0.46339, 0.35963, 0.00099
2, 0.35294, 0.35377, 0.44880, -0.09670, 0.30502, 0.88872, 0.85751, 0.90302, 0.81879, 0.49808, 0.37625, 0.00098
3, 0.32166, 0.32200, 0.41832, -0.09699, 0.28098, 0.89771, 0.86614, 0.90942, 0.87657, 0.50044, 0.39769, 0.00097
4, 0.30462, 0.30580, 0.40067, -0.09723, 0.27255, 0.90241, 0.87148, 0.91149, 0.87528, 0.52104, 0.40439, 0.00096
5, 0.28740, 0.29168, 0.38054, -0.09743, 0.26514, 0.90659, 0.87750, 0.91385, 0.88076, 0.53880, 0.43502, 0.00095
6, 0.27573, 0.28078, 0.36827, -0.09759, 0.25823, 0.90972, 0.88140, 0.91651, 0.88383, 0.55319, 0.42283, 0.00095
7, 0.26753, 0.27200, 0.36077, -0.09770, 0.24853, 0.91216, 0.88342, 0.91890, 0.87504, 0.55818, 0.42220, 0.00094
8, 0.25421, 0.26197, 0.34425, -0.09781, 0.25026, 0.91566, 0.88847, 0.91914, 0.87169, 0.56656, 0.42346, 0.00093
9, 0.24870, 0.25675, 0.33852, -0.09787, 0.23808, 0.91687, 0.88959, 0.92233, 0.88716, 0.57141, 0.43714, 0.00092
10, 0.24149, 0.24975, 0.33118, -0.09794, 0.23677, 0.91908, 0.89223, 0.92356, 0.88011, 0.57839, 0.44454, 0.00091
11, 0.23519, 0.24535, 0.32302, -0.09800, 0.23436, 0.92001, 0.89412, 0.92422, 0.86848, 0.59253, 0.42146, 0.00090
12, 0.23032, 0.24133, 0.31736, -0.09805, 0.23474, 0.92142, 0.89641, 0.92260, 0.86661, 0.59261, 0.42292, 0.00089
13, 0.22621, 0.23724, 0.31329, -0.09812, 0.23100, 0.92257, 0.89769, 0.92448, 0.88558, 0.59281, 0.44115, 0.00088
14, 0.22119, 0.23223, 0.30831, -0.09816, 0.22946, 0.92426, 0.89901, 0.92478, 0.88288, 0.60222, 0.43907, 0.00087
15, 0.21674, 0.22886, 0.30283, -0.09820, 0.22521, 0.92515, 0.90086, 0.92613, 0.89331, 0.60853, 0.44793, 0.00086
16, 0.21402, 0.22650, 0.29975, -0.09822, 0.21947, 0.92603, 0.90152, 0.92787, 0.88707, 0.60461, 0.43884, 0.00085
17, 0.21018, 0.22398, 0.29463, -0.09826, 0.21941, 0.92680, 0.90332, 0.92753, 0.88452, 0.61345, 0.44946, 0.00085
18, 0.20517, 0.21891, 0.28971, -0.09829, 0.22424, 0.92818, 0.90494, 0.92622, 0.88266, 0.60973, 0.42797, 0.00084
19, 0.20372, 0.21815, 0.28762, -0.09834, 0.22254, 0.92865, 0.90571, 0.92743, 0.85707, 0.61016, 0.42848, 0.00083
20, 0.20056, 0.21571, 0.28374, -0.09833, 0.21896, 0.92922, 0.90677, 0.92827, 0.88586, 0.61869, 0.44703, 0.00082
21, 0.19784, 0.21362, 0.28043, -0.09836, 0.22292, 0.92972, 0.90800, 0.92695, 0.85772, 0.60939, 0.43818, 0.00081
22, 0.19397, 0.20992, 0.27641, -0.09839, 0.21856, 0.93079, 0.90895, 0.92803, 0.88389, 0.61612, 0.43886, 0.00080
23, 0.19327, 0.20845, 0.27650, -0.09841, 0.21860, 0.93121, 0.90895, 0.92832, 0.89526, 0.61550, 0.46600, 0.00079
24, 0.19056, 0.20780, 0.27174, -0.09843, 0.21505, 0.93148, 0.91065, 0.92964, 0.90063, 0.62536, 0.46480, 0.00078
25, 0.18788, 0.20504, 0.26920, -0.09848, 0.21308, 0.93239, 0.91138, 0.93038, 0.89617, 0.62820, 0.46076, 0.00077
26, 0.18658, 0.20310, 0.26855, -0.09849, 0.21246, 0.93293, 0.91136, 0.93011, 0.87386, 0.63628, 0.44540, 0.00076
27, 0.18412, 0.20169, 0.26506, -0.09851, 0.21377, 0.93342, 0.91230, 0.93015, 0.88853, 0.62207, 0.44512, 0.00075
28, 0.18092, 0.19944, 0.26095, -0.09854, 0.20999, 0.93387, 0.91370, 0.93137, 0.88563, 0.63415, 0.44929, 0.00074
